Date (YYYYMMDD);Hour;Inflow (m^3/s)
20050213;17;1.452053547
20050213;18;1.451740623
20050213;19;1.451425314
20050213;20;1.451127291
20050213;21;1.450845599
20050213;22;1.450478435
20050213;23;1.450188279
20050213;24;1.449781179
20050214;1;1.449451923
20050214;2;1.449162006
20050214;3;1.448773384
20050214;4;1.44846487
20050214;5;1.448347092
20050214;6;1.447591543
20050214;7;1.447359443
20050214;8;1.447275758
20050214;9;1.446448326
20050214;10;1.446071863
20050214;11;1.445701122
20050214;12;1.445308208
20050214;13;1.444932818
20050214;14;1.444560051
20050214;15;1.444188476
20050214;16;1.443816781
20050214;17;1.443443894
20050214;18;1.44306922
20050214;19;1.442692161
20050214;20;1.442312121
20050214;21;1.441928029
20050214;22;1.441539407
20050214;23;1.44114542
20050214;24;1.440745354
20050215;1;1.440338969
20050215;2;1.439926505
20050215;3;1.439508438
20050215;4;1.439085484
20050215;5;1.438658595
20050215;6;1.438229084
20050215;7;1.437797546
20050215;8;1.43736434
20050215;9;1.436930418
20050215;10;1.436496973
20050215;11;1.436063886
20050215;12;1.435631394
20050215;13;1.435200453
20050215;14;1.434771657
20050215;15;1.434344172
20050215;16;1.433917046
20050215;17;1.433489084
20050215;18;1.433059692
20050215;19;1.432628393
20050215;20;1.432194471
20050215;21;1.431757212
20050215;22;1.431315899
20050215;23;1.430869699
20050215;24;1.430417895
20050216;1;1.429959774
20050216;2;1.429495454
20050216;3;1.429025531
20050216;4;1.428550363
20050216;5;1.428070664
20050216;6;1.427587628
20050216;7;1.427101612
20050216;8;1.426612735
20050216;9;1.426121831
20050216;10;1.425629973
20050216;11;1.42513752
20050216;12;1.424644589
20050216;13;1.424152255
20050216;14;1.423661113
20050216;15;1.423170447
20050216;16;1.422679305
20050216;17;1.422186971
20050216;18;1.421692967
20050216;19;1.421196818
20050216;20;1.420698047
20050216;21;1.420196176
20050216;22;1.41969049
20050216;23;1.419180751
20050216;24;1.418666601
20050217;1;1.418147922
20050217;2;1.417624831
20050217;3;1.417097449
20050217;4;1.41656673
20050217;5;1.416033149
20050217;6;1.415497422
20050217;7;1.414959908
20050217;8;1.41442132
20050217;9;1.413882256
20050217;10;1.41334331
20050217;11;1.412804246
20050217;12;1.412265301
20050217;13;1.411727071
20050217;14;1.411189914
20050217;15;1.410653472
20050217;16;1.410116673
20050217;17;1.4095788
20050217;18;1.409039497
20050217;19;1.408498168
20050217;20;1.407954335
20050217;21;1.407407165
20050217;22;1.40685606
20050217;23;1.406300664
20050217;24;1.405740499
20050218;1;1.40517509
20050218;2;1.404604912
20050218;3;1.404030204
20050218;4;1.403451681
20050218;5;1.402870178
20050218;6;1.402286291
20050218;7;1.401700616
20050218;8;1.401113629
20050218;9;1.400526047
20050218;10;1.399938703
20050218;11;1.399351597
20050218;12;1.398764968
20050218;13;1.398179293
20050218;14;1.397595167
20050218;15;1.397011757
20050218;16;1.396428347
20050218;17;1.395843983
20050218;18;1.395258427
20050218;19;1.394671082
20050218;20;1.394081593
20050218;21;1.39348948
20050218;22;1.392894149
20050218;23;1.392295718
20050218;24;1.391694427
20050219;1;1.391090989
20050219;2;1.390485168
20050219;3;1.389877677
20050219;4;1.389270782
20050219;5;1.388664961
20050219;6;1.38806057
20050219;7;1.387457967
20050219;8;1.386858582
20050219;9;1.386263251
20050219;10;1.38567245
20050219;11;1.385085225
20050219;12;1.384501219
20050219;13;1.383920789
20050219;14;1.383344293
20050219;15;1.382770777
20050219;16;1.382198572
20050219;17;1.381626844
20050219;18;1.38105464
20050219;19;1.380481005
20050219;20;1.379905343
20050219;21;1.379326463
20050219;22;1.378743768
20050219;23;1.378159881
20050219;24;1.377574563
20050220;1;1.376970649
20050220;2;1.37637198
20050220;3;1.375772119
20050220;4;1.375172019
20050220;5;1.374573588
20050220;6;1.3739779
20050220;7;1.373385549
20050220;8;1.372797608
20050220;9;1.372216582
20050220;10;1.372359276
20050220;11;1.402763128
20050220;12;1.528743863
20050220;13;1.59884119
20050220;14;1.496469259
20050220;15;1.705161452
20050220;16;1.873099804
20050220;17;1.89333427
20050220;18;2.520391941
20050220;19;3.030932903
20050220;20;3.107970238
20050220;21;6.099000931
20050220;22;8.17801857
20050220;23;5.550540924
20050220;24;8.415448189
20050221;1;11.31095123
20050221;2;12.11265373
20050221;3;13.99049854
20050221;4;17.34857368
20050221;5;16.14106369
20050221;6;15.41218281
20050221;7;16.96298599
20050221;8;17.12105751
20050221;9;17.87592316
20050221;10;18.49687576
20050221;11;16.93594742
20050221;12;20.22032166
20050221;13;18.00723267
20050221;14;15.15849209
20050221;15;15.81162739
20050221;16;13.72171402
20050221;17;11.82764912
20050221;18;9.452462196
20050221;19;9.473041534
20050221;20;7.751374245
20050221;21;6.301861286
20050221;22;6.337605953
20050221;23;5.887989521
20050221;24;5.579322338
20050222;1;6.126939297
20050222;2;4.963451385
20050222;3;5.083119869
20050222;4;4.993972301
20050222;5;4.893468857
20050222;6;4.098976135
20050222;7;4.162956715
20050222;8;3.715738297
20050222;9;3.022766352
20050222;10;2.821122408
20050222;11;2.734219313
20050222;12;3.042778969
20050222;13;3.339979649
20050222;14;2.523398399
20050222;15;2.986384153
20050222;16;3.285470963
20050222;17;3.180458307
20050222;18;2.944046497
20050222;19;3.451584339
20050222;20;3.100162268
20050222;21;2.777592897
20050222;22;2.933485508
20050222;23;2.841006756
20050222;24;2.497303963
20050223;1;2.691984177
20050223;2;2.496248484
20050223;3;2.738357067
20050223;4;2.616757631
20050223;5;2.534136534
20050223;6;2.45272851
20050223;7;2.242589235
20050223;8;2.329816818
20050223;9;2.311861277
20050223;10;1.969544768
20050223;11;1.934424162
20050223;12;2.206747293
20050223;13;2.32797718
20050223;14;1.843188405
20050223;15;1.954189181
20050223;16;2.175684452
20050223;17;2.352332354
20050223;18;2.277888536
20050223;19;2.611117601
20050223;20;2.22645092
20050223;21;1.848465681
20050223;22;1.91775322
20050223;23;2.11550808
20050223;24;1.772850633
20050224;1;1.994725704
20050224;2;1.799395919
20050224;3;1.840181231
20050224;4;1.726428747
20050224;5;1.727970719
20050224;6;1.498052359
20050224;7;1.531989574
20050224;8;1.584976792
20050224;9;1.467669845
20050224;10;1.427166581
20050224;11;1.414425015
20050224;12;1.439752579
20050224;13;1.588768482
20050224;14;1.697479963
20050224;15;1.545671582
20050224;16;1.608252406
20050224;17;1.670542359
20050224;18;1.748294353
20050224;19;1.757067204
20050224;20;1.879911184
20050224;21;1.704795361
20050224;22;1.64124167
20050224;23;1.587243676
20050224;24;1.654759407
20050225;1;1.698825955
20050225;2;1.680060148
20050225;3;1.650096893
20050225;4;1.770950079
20050225;5;1.720672011
20050225;6;1.736003041
20050225;7;1.702385783
20050225;8;1.660036445
20050225;9;1.605742693
20050225;10;1.604256988
20050225;11;1.589650035
20050225;12;1.493786693
20050225;13;1.551849961
20050225;14;1.591728568
20050225;15;1.519282818
20050225;16;1.534603
20050225;17;1.571256757
20050225;18;1.463210225
20050225;19;1.475196838
20050225;20;1.511022806
20050225;21;1.456033468
20050225;22;1.425367355
20050225;23;1.416312933
20050225;24;1.402905464
20050226;1;1.379748106
20050226;2;1.377193332
20050226;3;1.373193026
20050226;4;1.367043376
20050226;5;1.36459136
20050226;6;1.360727906
20050226;7;1.354824662
20050226;8;1.34573257
20050226;9;1.341603398
20050226;10;1.339525461
20050226;11;1.335577011
20050226;12;1.331344366
20050226;13;1.328171849
20050226;14;1.326284885
20050226;15;1.325342298
20050226;16;1.324694753
20050226;17;1.323651075
20050226;18;1.322667718
20050226;19;1.321234941
20050226;20;1.320461035
20050226;21;1.319726467
20050226;22;1.319398284
20050226;23;1.318406343
20050226;24;1.317554832
20050227;1;1.317030907
20050227;2;1.316583633
20050227;3;1.315997124
20050227;4;1.315683484
20050227;5;1.314967275
20050227;6;1.314680338
20050227;7;1.314132214
20050227;8;1.313699841
20050227;9;1.313055277
20050227;10;1.31595695
20050227;11;1.462259531
20050227;12;2.052698851
20050227;13;2.369198322
20050227;14;1.792297125
20050227;15;2.247395039
20050227;16;2.739325285
20050227;17;2.71190238
20050227;18;2.75467515
20050227;19;3.330183506
20050227;20;2.847228527
20050227;21;2.397559404
20050227;22;2.628927469
20050227;23;2.471607447
20050227;24;2.112982273
20050228;1;2.3544209
20050228;2;1.984237909
20050228;3;2.199845314
20050228;4;2.149690628
20050228;5;1.990554214
20050228;6;1.786661983
20050228;7;1.768447995
20050228;8;1.847241163
20050228;9;1.557973862
20050228;10;1.526360512
20050228;11;1.535733938
20050228;12;1.450564981
20050228;13;1.411824822
20050228;14;1.390761256
20050228;15;1.3734653
20050228;16;1.359229803
20050228;17;1.347486138
20050228;18;1.337772369
20050228;19;1.329713345
20050228;20;1.323003411
20050228;21;1.317393899
20050228;22;1.312681913
20050228;23;1.30870223
20050228;24;1.305319905
20050301;1;1.302425385
20050301;2;1.299929023
20050301;3;1.297757983
20050301;4;1.295853138
20050301;5;1.294166327
20050301;6;1.292659044
20050301;7;1.294593692
20050301;8;1.307908416
20050301;9;1.313513041
20050301;10;1.290279269
20050301;11;1.287983179
20050301;12;1.286444783
20050301;13;1.285275102
20050301;14;1.284291983
20050301;15;1.283407807
20050301;16;1.282578468
20050301;17;1.281781554
20050301;18;1.281004667
20050301;19;1.280240893
20050301;20;1.279485822
20050301;21;1.278736115
20050301;22;1.27798903
20050301;23;1.277243137
20050301;24;1.276496768
20050302;1;1.275748491
20050302;2;1.274997473
20050302;3;1.274243474
20050302;4;1.273486257
20050302;5;1.272725582
20050302;6;1.271961093
20050302;7;1.271193027
20050302;8;1.272503734
20050302;9;1.277975321
20050302;10;1.275114298
20050302;11;1.268086195
20050302;12;1.26730144
20050302;13;1.266513586
20050302;14;1.265722513
20050302;15;1.264928341
20050302;16;1.264130712
20050302;17;1.263329029
20050302;18;1.262522817
20050302;19;1.261711717
20050302;20;1.260895371
20050302;21;1.260073304
20050302;22;1.259245157
20050302;23;1.258410692
20050302;24;1.257569432
20050303;1;1.256721616
20050303;2;1.255867243
20050303;3;1.25500679
20050303;4;1.254140735
20050303;5;1.253269911
20050303;6;1.252395034
20050303;7;1.251516461
20050303;8;1.250634551
20050303;9;1.249750257
20050303;10;1.267275095
20050303;11;2.036079645
20050303;12;5.232882977
20050303;13;7.147388935
20050303;14;5.388536453
20050303;15;14.21959686
20050303;16;20.41839409
20050303;17;15.15314674
20050303;18;24.55537987
20050303;19;33.92146683
20050303;20;32.95160675
20050303;21;37.14939117
20050303;22;46.01423645
20050303;23;47.94726181
20050303;24;44.70626068
20050304;1;48.88077927
20050304;2;51.91057587
20050304;3;52.8732872
20050304;4;49.70576477
20050304;5;50.45161819
20050304;6;58.64707565
20050304;7;45.43133163
20050304;8;43.20961761
20050304;9;49.45837784
20050304;10;33.02587128
20050304;11;27.47640038
20050304;12;24.12493515
20050304;13;15.45100212
20050304;14;12.42754269
20050304;15;8.579280853
20050304;16;6.385720253
20050304;17;5.525195122
20050304;18;4.520653725
20050304;19;3.859733582
20050304;20;3.382917404
20050304;21;3.005783081
20050304;22;2.703016758
20050304;23;2.457584143
20050304;24;2.257444143
20050305;1;2.092779636
20050305;2;1.956488371
20050305;3;1.843177199
20050305;4;1.748160958
20050305;5;1.674984455
20050305;6;1.632555723
20050305;7;1.600392222
20050305;8;1.56732285
20050305;9;1.519285202
20050305;10;1.458784819
20050305;11;1.457164645
20050305;12;1.494312406
20050305;13;1.527385473
20050305;14;1.445230484
20050305;15;1.433837295
20050305;16;1.451540351
20050305;17;1.468779802
20050305;18;1.434046745
20050305;19;1.492514968
20050305;20;1.427161813
20050305;21;1.360652328
20050305;22;1.371023536
20050305;23;1.382682204
20050305;24;1.306577206
20050306;1;1.331462145
20050306;2;1.29259336
20050306;3;1.304301262
20050306;4;1.287776947
20050306;5;1.286957622
20050306;6;1.312317491
20050306;7;1.362461805
20050306;8;1.287290215
20050306;9;1.227592707
20050306;10;1.219231367
20050306;11;1.220861912
20050306;12;1.233518362
20050306;13;1.241400719
20050306;14;1.220115423
20050306;15;1.232888222
20050306;16;1.244866252
20050306;17;1.241884947
20050306;18;1.242326379
20050306;19;1.258852124
20050306;20;1.237461686
20050306;21;1.224700689
20050306;22;1.233512759
20050306;23;1.237257361
20050306;24;1.227873325
20050307;1;1.219683766
20050307;2;1.205804706
20050307;3;1.213188529
20050307;4;1.212723732
20050307;5;1.208913445
20050307;6;1.197182655
20050307;7;1.195287704
20050307;8;1.197365403
20050307;9;1.186919808
20050307;10;1.18517375
20050307;11;1.184957504
20050307;12;1.181641817
20050307;13;1.179878235
20050307;14;1.179075003
20050307;15;1.178552032
20050307;16;1.17682147
20050307;17;1.177499413
20050307;18;1.17865777
20050307;19;1.174316168
20050307;20;1.173616171
20050307;21;1.172927141
20050307;22;1.172413945
20050307;23;1.171999335
20050307;24;1.171229243
20050308;1;1.170705914
20050308;2;1.170204043
20050308;3;1.16971755
20050308;4;1.169242978
20050308;5;1.168778658
20050308;6;1.16832459
20050308;7;1.167879105
20050308;8;1.167440534
20050308;9;1.167008281
20050308;10;1.173108578
20050308;11;1.448846579
20050308;12;2.588533163
20050308;13;3.228518486
20050308;14;1.932844043
20050308;15;2.422953844
20050308;16;3.041708708
20050308;17;3.487694979
20050308;18;3.436140776
20050308;19;4.266195297
20050308;20;2.975843906
20050308;21;2.365197659
20050308;22;2.358478308
20050308;23;2.452881336
20050308;24;2.324183941
20050309;1;2.787339449
20050309;2;2.03342557
20050309;3;2.542683363
20050309;4;2.204849243
20050309;5;2.235881567
20050309;6;1.651993752
20050309;7;1.701504469
20050309;8;1.823323965
20050309;9;1.513961792
20050309;10;1.393567085
20050309;11;1.349005103
20050309;12;1.313004375
20050309;13;1.28380692
20050309;14;1.291286945
20050309;15;1.334376335
20050309;16;1.22481668
20050309;17;1.211816788
20050309;18;1.201131344
20050309;19;1.194308043
20050309;20;1.190996051
20050309;21;1.179022312
20050309;22;1.174008489
20050309;23;1.169822693
20050309;24;1.166312337
20050310;1;1.163353443
20050310;2;1.160845637
20050310;3;1.158707619
20050310;4;1.156873226
20050310;5;1.155289054
20050310;6;1.153911829
20050310;7;1.152705669
20050310;8;1.151640654
20050310;9;1.150693536
20050310;10;1.149845004
20050310;11;1.14907825
20050310;12;1.148379207
20050310;13;1.147737384
20050310;14;1.147144079
20050310;15;1.146591187
20050310;16;1.146070004
20050310;17;1.145573735
20050310;18;1.145097733
20050310;19;1.144637704
20050310;20;1.144189954
20050310;21;1.143750906
20050310;22;1.143318057
20050310;23;1.142889738
20050310;24;1.142463923
20050311;1;1.14203918
20050311;2;1.141614795
20050311;3;1.141191244
20050311;4;1.140768528
20050311;5;1.140347958
20050311;6;1.139930844
20050311;7;1.139517903
20050311;8;1.139109492
20050311;9;1.138705969
20050311;10;1.138308406
20050311;11;1.137916684
20050311;12;1.137530923
20050311;13;1.137152314
20050311;14;1.136781096
20050311;15;1.136416197
20050311;16;1.136055231
20050311;17;1.13569653
20050311;18;1.135338545
20050311;19;1.134980083
20050311;20;1.13462019
20050311;21;1.134258032
20050311;22;1.133892536
20050311;23;1.133522153
20050311;24;1.133145809
20050312;1;1.132763624
20050312;2;1.132377028
20050312;3;1.131987333
20050312;4;1.131596088
20050312;5;1.131204844
20050312;6;1.130815864
20050312;7;1.130430222
20050312;8;1.130048871
20050312;9;1.129672766
20050312;10;1.129303694
20050312;11;1.12894237
20050312;12;1.128589153
20050312;13;1.1282444
20050312;14;1.127908468
20050312;15;1.127580643
20050312;16;1.127259016
20050312;17;1.1269418
20050312;18;1.126627445
20050312;19;1.126314998
20050312;20;1.126003265
20050312;21;1.125690818
20050312;22;1.125376582
20050312;23;1.125059247
20050312;24;1.124737859
20050313;1;1.124411702
20050313;2;1.124080777
20050313;3;1.123746037
20050313;4;1.123408794
20050313;5;1.123070478
20050313;6;1.122732878
20050313;7;1.122396946
20050313;8;1.122063756
20050313;9;1.1217345
20050313;10;1.121410608
20050313;11;1.121093273
20050313;12;1.120782614
20050313;13;1.120479703
20050313;14;1.120185375
20050313;15;1.119898915
20050313;16;1.119618654
20050313;17;1.119342923
20050313;18;1.11907053
20050313;19;1.118800282
20050313;20;1.118531227
20050313;21;1.118261814
20050313;22;1.117990136
20050313;23;1.117714524
20050313;24;1.117434025
20050314;1;1.117148161
20050314;2;1.116857171
20050314;3;1.11656189
20050314;4;1.116263866
20050314;5;1.115965247
20050314;6;1.115667939
20050314;7;1.115372539
20050314;8;1.115079641
20050314;9;1.114791274
20050314;10;1.114510179
20050314;11;1.114236832
20050314;12;1.11397171
20050314;13;1.113715887
20050314;14;1.113470316
20050314;15;1.113234162
20050314;16;1.1130054
20050314;17;1.112782478
20050314;18;1.112564206
20050314;19;1.11234951
20050314;20;1.112136722
20050314;21;1.111924767
20050314;22;1.111711979
20050314;23;1.111495852
20050314;24;1.111275315
20050315;1;1.111050248
20050315;2;1.110821009
20050315;3;1.110587835
20050315;4;1.110352397
20050315;5;1.110117078
20050315;6;1.109883785
20050315;7;1.109653234
20050315;8;1.109426737
20050315;9;1.109205842
20050315;10;1.108993053
20050315;11;1.108789325
20050315;12;1.108595133
20050315;13;1.108411431
20050315;14;1.108238935
20050315;15;1.10807693
20050315;16;1.10792315
20050315;17;1.107775331
20050315;18;1.107632041
20050315;19;1.107491732
20050315;20;1.107353091
20050315;21;1.107214451
20050315;22;1.107073784
20050315;23;1.106929064
20050315;24;1.106779099
20050316;1;1.106623292
20050316;2;1.106461525
20050316;3;1.106294513
20050316;4;1.106124401
20050316;5;1.105953574
20050316;6;1.105784416
20050316;7;1.105617523
20050316;8;1.105454206
20050316;9;1.105296493
20050316;10;1.105147004
20050316;11;1.105006337
20050316;12;1.10487473
20050316;13;1.104753733
20050316;14;1.104644895
20050316;15;1.104546905
20050316;16;1.10445714
20050316;17;1.104373217
20050316;18;1.104293346
20050316;19;1.104215622
20050316;20;1.104138136
20050316;21;1.104058266
20050316;22;1.103973269
20050316;23;1.103881121
20050316;24;1.103780031
20050317;1;1.103669286
20050317;2;1.103549242
20050317;3;1.103421807
20050317;4;1.103289366
20050317;5;1.103155255
20050317;6;1.103022099
20050317;7;1.102891445
20050317;8;1.102764726
20050317;9;1.10264492
20050317;10;1.102535486
20050317;11;1.102436543
20050317;12;1.102348447
20050317;13;1.102273107
20050317;14;1.102211475
20050317;15;1.102161527
20050317;16;1.102119684
20050317;17;1.102082491
20050317;18;1.10204792
20050317;19;1.102013946
20050317;20;1.101977944
20050317;21;1.101935983
20050317;22;1.101884484
20050317;23;1.101820707
20050317;24;1.101742864
20050318;1;1.101650238
20050318;2;1.101543546
20050318;3;1.101425171
20050318;4;1.101298571
20050318;5;1.101168036
20050318;6;1.101036906
20050318;7;1.100907326
20050318;8;1.100782156
20050318;9;1.100664973
20050318;10;1.100560069
20050318;11;1.10046947
20050318;12;1.100394011
20050318;13;1.100335121
20050318;14;1.100294113
20050318;15;1.100269079
20050318;16;1.100255728
20050318;17;1.100249767
20050318;18;1.100248218
20050318;19;1.100248575
20050318;20;1.10024786
20050318;21;1.100242615
20050318;22;1.100229383
20050318;23;1.100205183
20050318;24;1.100168109
20050319;1;1.100117445
20050319;2;1.100053787
20050319;3;1.099979639
20050319;4;1.099898577
20050319;5;1.099814296
20050319;6;1.099730015
20050319;7;1.09964788
20050319;8;1.099570751
20050319;9;1.099501848
20050319;10;1.099445105
20050319;11;1.099402308
20050319;12;1.099374413
20050319;13;1.099362731
20050319;14;1.099368095
20050319;15;1.099388361
20050319;16;1.099419594
20050319;17;1.099457502
20050319;18;1.099499345
20050319;19;1.09954226
20050319;20;1.099583149
20050319;21;1.099618077
20050319;22;1.099642873
20050319;23;1.099653959
20050319;24;1.099649429
20050320;1;1.099629402
20050320;2;1.099594235
20050320;3;1.099545836
20050320;4;1.099487543
20050320;5;1.099424124
20050320;6;1.099358201
20050320;7;1.099291801
20050320;8;1.099227786
20050320;9;1.099171519
20050320;10;1.099128127
20050320;11;1.099099636
20050320;12;1.099086881
20050320;13;1.099089861
20050320;14;1.099109054
20050320;15;1.099143386
20050320;16;1.099189878
20050320;17;1.099244475
20050320;18;1.099303126
20050320;19;1.099362731
20050320;20;1.099419594
20050320;21;1.099470377
20050320;22;1.099511623
20050320;23;1.099540591
20050320;24;1.099555492
20050321;1;1.099555612
20050321;2;1.099542022
20050321;3;1.099516749
20050321;4;1.099482656
20050321;5;1.099443436
20050321;6;1.099402666
20050321;7;1.099363208
20050321;8;1.099328399
20050321;9;1.099301457
20050321;10;1.099286199
20050321;11;1.09928441
20050321;12;1.099296331
20050321;13;1.099323034
20050321;14;1.099365592
20050321;15;1.099422812
20050321;16;1.099490643
20050321;17;1.09956491
20050321;18;1.099642277
20050321;19;1.099719882
20050321;20;1.099794626
20050321;21;1.099862695
20050321;22;1.09992063
20050321;23;1.099964619
20050321;24;1.099992156
20050322;1;1.100002527
20050322;2;1.09999609
20050322;3;1.099974275
20050322;4;1.099940181
20050322;5;1.099898696
20050322;6;1.099853754
20050322;7;1.099807978
20050322;8;1.099764466
20050322;9;1.099726558
20050322;10;1.099698782
20050322;11;1.099683881
20050322;12;1.099682212
20050322;13;1.099695444
20050322;14;1.099725246
20050322;15;1.099770546
20050322;16;1.099826932
20050322;17;1.099889755
20050322;18;1.099954963
20050322;19;1.100019336
20050322;20;1.100079179
20050322;21;1.100130558
20050322;22;1.100170255
20050322;23;1.100195289
20050322;24;1.100203276
20050323;1;1.100193977
20050323;2;1.100168705
20050323;3;1.100129962
20050323;4;1.100080609
20050323;5;1.100025535
20050323;6;1.099969387
20050323;7;1.099913359
20050323;8;1.099861503
20050323;9;1.099818587
20050323;10;1.099787593
20050323;11;1.099769235
20050323;12;1.099764824
20050323;13;1.099777102
20050323;14;1.099806309
20050323;15;1.099849701
20050323;16;1.099903107
20050323;17;1.099962592
20050323;18;1.100025535
20050323;19;1.10008955
20050323;20;1.100152493
20050323;21;1.100210667
20050323;22;1.100259542
20050323;23;1.100293517
20050323;24;1.100308418
20050324;1;1.100303054
20050324;2;1.100278378
20050324;3;1.100233912
20050324;4;1.100173116
20050324;5;1.100104094
20050324;6;1.100032926
20050324;7;1.099958897
20050324;8;1.099882841
20050324;9;1.099810123
20050324;10;1.100130081
20050324;11;1.116487026
20050324;12;1.183700681
20050324;13;1.22337985
20050324;14;1.154603124
20050324;15;1.178448796
20050324;16;1.213746428
20050324;17;1.240554094
20050324;18;1.234741569
20050324;19;1.28437829
20050324;20;1.211344481
20050324;21;1.171263456
20050324;22;1.174012065
20050324;23;1.181364298
20050324;24;1.164954424
20050325;1;1.193901062
20050325;2;1.150829792
20050325;3;1.177247882
20050325;4;1.160122156
20050325;5;1.161679387
20050325;6;1.127131104
20050325;7;1.132048011
20050325;8;1.139946699
20050325;9;1.121282935
20050325;10;1.11599803
20050325;11;1.114719629
20050325;12;1.111904263
20050325;13;1.111437082
20050325;14;1.111512184
20050325;15;1.10627377
20050325;16;1.106829166
20050325;17;1.108840704
20050325;18;1.104121685
20050325;19;1.104017973
20050325;20;1.10304606
20050325;21;1.103075743
20050325;22;1.102595448
20050325;23;1.102422237
20050325;24;1.101703405
20050326;1;1.101599216
20050326;2;1.101547599
20050326;3;1.101152539
20050326;4;1.100915194
20050326;5;1.100741029
20050326;6;1.100583792
20050326;7;1.100648165
20050326;8;1.109723568
20050326;9;1.146742821
20050326;10;1.166848421
20050326;11;1.127108216
20050326;12;1.13858819
20050326;13;1.160154581
20050326;14;1.175428391
20050326;15;1.172728181
20050326;16;1.200433493
20050326;17;1.163599849
20050326;18;1.13675797
20050326;19;1.139436126
20050326;20;1.147609711
20050326;21;1.134373426
20050326;22;1.149614573
20050326;23;1.1251297
20050326;24;1.141030908
20050327;1;1.131112576
20050327;2;1.131935716
20050327;3;1.112193823
20050327;4;1.115640163
20050327;5;1.122401476
20050327;6;1.122816205
20050327;7;1.135648847
20050327;8;1.499523282
20050327;9;3.038069248
20050327;10;3.954268932
20050327;11;2.564843178
20050327;12;4.078944206
20050327;13;5.453085899
20050327;14;5.364449501
20050327;15;7.052814007
20050327;16;9.478223801
20050327;17;6.974677086
20050327;18;7.541573524
20050327;19;9.561749458
20050327;20;8.225031853
20050327;21;7.913413525
20050327;22;10.0614872
20050327;23;8.049804688
20050327;24;7.82620573
20050328;1;8.459410667
20050328;2;7.085942745
20050328;3;6.070306778
20050328;4;6.329504967
20050328;5;5.609607697
20050328;6;5.098775864
20050328;7;4.859479904
20050328;8;4.281338692
20050328;9;3.740231037
20050328;10;3.331188202
20050328;11;3.299426317
20050328;12;2.401499748
20050328;13;2.199492931
20050328;14;2.177354097
20050328;15;1.783519864
20050328;16;1.619341731
20050328;17;1.538749695
20050328;18;1.44624722
20050328;19;1.380228639
20050328;20;1.329710841
20050328;21;1.288349628
20050328;22;1.25466609
20050328;23;1.227131605
20050328;24;1.204418063
20050329;1;1.185826421
20050329;2;1.170525908
20050329;3;1.157918215
20050329;4;1.147508264
20050329;5;1.13889873
20050329;6;1.13177669
20050329;7;1.125873566
20050329;8;1.120962858
20050329;9;1.116880298
20050329;10;1.113487363
20050329;11;1.110662937
20050329;12;1.108307719
20050329;13;1.106344461
20050329;14;1.104709268
20050329;15;1.103347421
20050329;16;1.102368355
20050329;17;1.102088213
20050329;18;1.101533175
20050329;19;1.099799991
20050329;20;1.099248648
20050329;21;1.098736644
20050329;22;1.098341107
20050329;23;1.098019481
20050329;24;1.097625136
20050330;1;1.097329974
20050330;2;1.097060084
20050330;3;1.096813083
20050330;4;1.096578956
20050330;5;1.096359015
20050330;6;1.096163392
20050330;7;1.09598124
20050330;8;1.095806479
20050330;9;1.095645428
20050330;10;1.095505595
20050330;11;1.095381141
20050330;12;1.095267773
20050330;13;1.095169902
20050330;14;1.095088005
20050330;15;1.095019698
20050330;16;1.094960809
20050330;17;1.094906688
20050330;18;1.094853759
20050330;19;1.094798446
20050330;20;1.094736338
20050330;21;1.094663382
20050330;22;1.094740987
20050330;23;1.101839066
20050330;24;1.131002665
20050331;1;1.147519946
20050331;2;1.127896786
20050331;3;1.185597301
20050331;4;1.229765058
20050331;5;1.208660007
20050331;6;1.292503595
20050331;7;1.382725716
20050331;8;1.33798635
20050331;9;1.512497544
20050331;10;1.686876059
20050331;11;1.716919661
20050331;12;2.734664679
20050331;13;3.463849306
20050331;14;2.333830357
20050331;15;2.656650305
20050331;16;3.348929644
20050331;17;3.519776821
20050331;18;3.387896061
20050331;19;4.130075932
20050331;20;2.998858213
20050331;21;2.425364733
20050331;22;2.476776123
20050331;23;2.465043306
20050331;24;2.374390125
20050401;1;2.725369692
20050401;2;2.087902546
20050401;3;2.424931049
20050401;4;2.128267765
20050401;5;2.177485228
20050401;6;1.66858077
20050401;7;1.700996518
20050401;8;1.743401885
20050401;9;1.442545772
20050401;10;1.326423764
20050401;11;1.281509876
20050401;12;1.245558858
20050401;13;1.216593862
20050401;14;1.193146825
20050401;15;1.17409873
20050401;16;1.158578753
20050401;17;1.145900369
20050401;18;1.135518312
20050401;19;1.126995087
20050401;20;1.119978428
20050401;21;1.114183903
20050401;22;1.109380364
20050401;23;1.10537982
20050401;24;1.102030396
20050402;1;1.099210382
20050402;2;1.096820831
20050402;3;1.094782829
20050402;4;1.093033075
20050402;5;1.091522932
20050402;6;1.090214252
20050402;7;1.0890764
20050402;8;1.088084698
20050402;9;1.087217093
20050402;10;1.086458206
20050402;11;1.085795522
20050402;12;1.085214615
20050402;13;1.084704161
20050402;14;1.084256291
20050402;15;1.083863735
20050402;16;1.083515525
20050402;17;1.08319962
20050402;18;1.08290565
20050402;19;1.082625151
20050402;20;1.082350492
20050402;21;1.082075477
20050402;22;1.081794262
20050402;23;1.081501365
20050402;24;1.081193447
20050403;1;1.080869436
20050403;2;1.080529332
20050403;3;1.08017385
20050403;4;1.079805017
