Date (YYYYMMDD);Hour;Inflow (m^3/s)
20090409;17;4.681251049
20090409;18;4.705087662
20090409;19;4.728858948
20090409;20;4.752515793
20090409;21;4.776023388
20090409;22;4.799362183
20090409;23;4.822510719
20090409;24;4.845450878
20090410;1;4.868186474
20090410;2;4.890779972
20090410;3;4.913321972
20090410;4;4.935854435
20090410;5;4.958406448
20090410;6;4.981036186
20090410;7;5.003853798
20090410;8;5.026852608
20090410;9;5.050029755
20090410;10;5.073446274
20090410;11;5.097896099
20090410;12;5.125069141
20090410;13;5.151468277
20090410;14;5.179183006
20090410;15;5.234764099
20090410;16;5.279387951
20090410;17;5.270030975
20090410;18;5.308485508
20090410;19;5.353009224
20090410;20;5.384081364
20090410;21;5.406692505
20090410;22;5.452127457
20090410;23;5.436807156
20090410;24;5.452954769
20090411;1;5.475625992
20090411;2;5.493842125
20090411;3;5.523571014
20090411;4;5.55890274
20090411;5;5.562025547
20090411;6;5.59715414
20090411;7;5.612633705
20090411;8;5.637234211
20090411;9;5.648218632
20090411;10;5.676764488
20090411;11;5.695030689
20090411;12;5.708127975
20090411;13;5.727566242
20090411;14;5.748859406
20090411;15;5.770353794
20090411;16;5.791967869
20090411;17;5.813614368
20090411;18;5.835229397
20090411;19;5.856757641
20090411;20;5.878142357
20090411;21;5.899332047
20090411;22;5.920274734
20090411;23;5.940927505
20090411;24;5.961273193
20090412;1;5.981303692
20090412;2;6.001028538
20090412;3;6.020482063
20090412;4;6.039673805
20090412;5;6.058655739
20090412;6;6.077487946
20090412;7;6.096165657
20090412;8;6.114724159
20090412;9;6.133231163
20090412;10;6.151732445
20090412;11;6.170236588
20090412;12;6.188763142
20090412;13;6.207354546
20090412;14;6.226024628
20090412;15;6.24476099
20090412;16;6.263509274
20090412;17;6.282211781
20090412;18;6.30084753
20090412;19;6.3193326
20090412;20;6.337569237
20090412;21;6.355494022
20090412;22;6.37307024
20090412;23;6.390228748
20090412;24;6.406908989
20090413;1;6.423074245
20090413;2;6.438730717
20090413;3;6.453919888
20090413;4;6.468658924
20090413;5;6.483018398
20090413;6;6.497087479
20090413;7;6.510939121
20090413;8;6.524637699
20090413;9;6.538250923
20090413;10;6.551856041
20090413;11;6.565510273
20090413;12;6.579214573
20090413;13;6.592966557
20090413;14;6.606769562
20090413;15;6.620617867
20090413;16;6.634449482
20090413;17;6.648172855
20090413;18;6.661702156
20090413;19;6.674953461
20090413;20;6.687844753
20090413;21;6.700324059
20090413;22;6.712343216
20090413;23;6.723856926
20090413;24;6.734850407
20090414;1;6.745315552
20090414;2;6.755300522
20090414;3;6.764873505
20090414;4;6.773964405
20090414;5;6.782663822
20090414;6;6.791160583
20090414;7;6.79948473
20090414;8;6.807661533
20090414;9;6.815772533
20090414;10;6.823934078
20090414;11;6.832146645
20090414;12;6.840365887
20090414;13;6.848603725
20090414;14;6.856877327
20090414;15;6.865192413
20090414;16;6.873493671
20090414;17;6.881693363
20090414;18;6.889710903
20090414;19;6.897470951
20090414;20;6.904889584
20090414;21;6.911888123
20090414;22;6.918404102
20090414;23;6.924385548
20090414;24;6.929818153
20090415;1;6.93470335
20090415;2;6.939069748
20090415;3;6.942984581
20090415;4;6.946466923
20090415;5;6.949610233
20090415;6;6.95253706
20090415;7;6.955265999
20090415;8;6.957888603
20090415;9;6.960531235
20090415;10;6.963272572
20090415;11;6.966109753
20090415;12;6.969040394
20090415;13;6.972104549
20090415;14;6.975306511
20090415;15;6.978616714
20090415;16;6.981965065
20090415;17;6.985267639
20090415;18;6.988453388
20090415;19;6.991451263
20090415;20;6.994181633
20090415;21;6.996580124
20090415;22;6.998597145
20090415;23;7.000186443
20090415;24;7.001321793
20090416;1;7.001976967
20090416;2;7.002196789
20090416;3;7.002065182
20090416;4;7.001532078
20090416;5;7.00067091
20090416;6;6.999640942
20090416;7;6.998795509
20090416;8;7.010113239
20090416;9;7.062033653
20090416;10;7.094787121
20090416;11;7.040449142
20090416;12;7.06921196
20090416;13;7.0810709
20090416;14;7.103848934
20090416;15;7.119534016
20090416;16;7.173624516
20090416;17;7.263916492
20090416;18;7.988955021
20090416;19;8.42462635
20090416;20;7.796035767
20090416;21;8.697520256
20090416;22;9.465323448
20090416;23;9.022325516
20090416;24;9.273498535
20090417;1;10.14203358
20090417;2;9.498806953
20090417;3;9.116114616
20090417;4;9.580686569
20090417;5;8.915307999
20090417;6;8.559627533
20090417;7;8.860604286
20090417;8;8.403896332
20090417;9;8.658054352
20090417;10;8.684206009
20090417;11;8.266925812
20090417;12;8.21794796
20090417;13;8.05667305
20090417;14;8.092847824
20090417;15;7.586235046
20090417;16;7.536644936
20090417;17;7.517445087
20090417;18;7.289230347
20090417;19;7.200687408
20090417;20;7.155467033
20090417;21;7.109476566
20090417;22;7.085785866
20090417;23;7.041735649
20090417;24;7.028106689
20090418;1;7.001228809
20090418;2;6.9842453
20090418;3;6.95600605
20090418;4;6.944512367
20090418;5;6.934143066
20090418;6;6.916210651
20090418;7;6.903488159
20090418;8;6.900445938
20090418;9;6.922774792
20090418;10;6.933991909
20090418;11;6.932034016
20090418;12;7.114530087
20090418;13;7.222847939
20090418;14;7.033661366
20090418;15;7.096525192
20090418;16;7.205776215
20090418;17;7.226119518
20090418;18;7.199684143
20090418;19;7.319325924
20090418;20;7.117475033
20090418;21;7.065025806
20090418;22;7.097333431
20090418;23;7.251883984
20090418;24;8.160190582
20090419;1;8.779932976
20090419;2;7.783970356
20090419;3;8.597899437
20090419;4;9.315625191
20090419;5;9.246599197
20090419;6;9.47688961
20090419;7;10.4320612
20090419;8;9.684185982
20090419;9;10.55082607
20090419;10;11.65593147
20090419;11;10.25600719
20090419;12;11.97495842
20090419;13;13.97912025
20090419;14;12.73594189
20090419;15;16.34984779
20090419;16;19.59810448
20090419;17;16.49241829
20090419;18;20.99140167
20090419;19;26.18979263
20090419;20;21.6729908
20090419;21;25.66946793
20090419;22;32.74163437
20090419;23;27.5248127
20090419;24;30.69750595
20090420;1;37.98061371
20090420;2;31.27663612
20090420;3;31.40970039
20090420;4;37.3138504
20090420;5;32.14434052
20090420;6;31.84912109
20090420;7;36.08395004
20090420;8;30.36117363
20090420;9;30.11520004
20090420;10;31.6731987
20090420;11;28.03759956
20090420;12;27.90938377
20090420;13;28.79779816
20090420;14;24.59275818
20090420;15;24.08355713
20090420;16;24.39771271
20090420;17;21.46916771
20090420;18;19.89006805
20090420;19;20.45423698
20090420;20;18.33649635
20090420;21;16.3000145
20090420;22;16.48484993
20090420;23;14.75124741
20090420;24;13.09470081
20090421;1;13.08567047
20090421;2;11.88394642
20090421;3;11.3001585
20090421;4;11.08910751
20090421;5;10.25192165
20090421;6;9.900478363
20090421;7;9.487449646
20090421;8;9.260279655
20090421;9;8.514692307
20090421;10;8.28706646
20090421;11;8.273106575
20090421;12;8.319005966
20090421;13;8.515618324
20090421;14;7.933075905
20090421;15;8.521940231
20090421;16;9.158058167
20090421;17;8.641086578
20090421;18;8.67403698
20090421;19;9.42899704
20090421;20;8.966161728
20090421;21;8.472385406
20090421;22;8.947640419
20090421;23;8.364187241
20090421;24;7.801962376
20090422;1;8.055047035
20090422;2;7.69585228
20090422;3;7.703116894
20090422;4;7.767287731
20090422;5;7.377447128
20090422;6;7.264895916
20090422;7;7.148834229
20090422;8;7.184179783
20090422;9;6.694939613
20090422;10;6.658848763
20090422;11;6.688041687
20090422;12;6.476452351
20090422;13;6.387749672
20090422;14;6.337599277
20090422;15;6.281197071
20090422;16;6.235395432
20090422;17;6.195690632
20090422;18;6.159595013
20090422;19;6.126404762
20090422;20;6.095531464
20090422;21;6.066495895
20090422;22;6.038899422
20090422;23;6.012422085
20090422;24;5.986860275
20090423;1;5.962099075
20090423;2;5.938046455
20090423;3;5.914687634
20090423;4;5.89199543
20090423;5;5.869932175
20090423;6;5.848601818
20090423;7;5.828025341
20090423;8;5.80818224
20090423;9;5.789082527
20090423;10;5.774612904
20090423;11;5.918169498
20090423;12;6.563592911
20090423;13;6.942587852
20090423;14;6.668577194
20090423;15;8.755871773
20090423;16;10.17164993
20090423;17;8.565369606
20090423;18;9.787518501
20090423;19;11.73094654
20090423;20;11.00210857
20090423;21;10.74970913
20090423;22;12.53109074
20090423;23;10.93488407
20090423;24;9.545413971
20090424;1;10.39006233
20090424;2;9.565052032
20090424;3;8.927506447
20090424;4;9.502624512
20090424;5;8.399739265
20090424;6;8.722288132
20090424;7;8.488780022
20090424;8;8.145162582
20090424;9;7.355595112
20090424;10;7.212976456
20090424;11;7.330410957
20090424;12;6.431642056
20090424;13;6.27925396
20090424;14;6.241706371
20090424;15;5.972035885
20090424;16;5.846046925
20090424;17;5.772873402
20090424;18;5.7020998
20090424;19;5.654170513
20090424;20;5.618246555
20090424;21;5.574515343
20090424;22;5.546734333
20090424;23;5.521131516
20090424;24;5.502151966
20090425;1;5.484752178
20090425;2;5.470761299
20090425;3;5.45765543
20090425;4;5.447985649
20090425;5;5.440059662
20090425;6;5.432636261
20090425;7;5.426815987
20090425;8;5.422200203
20090425;9;5.418575287
20090425;10;5.415828228
20090425;11;5.413849354
20090425;12;5.412559509
20090425;13;5.411911964
20090425;14;5.411839485
20090425;15;5.412266731
20090425;16;5.413124561
20090425;17;5.414347649
20090425;18;5.415879726
20090425;19;5.417671204
20090425;20;5.419672966
20090425;21;5.421834946
20090425;22;5.424095631
20090425;23;5.426390648
20090425;24;5.428694725
20090426;1;5.431001186
20090426;2;5.433290005
20090426;3;5.435563564
20090426;4;5.437852859
20090426;5;5.440227985
20090426;6;5.442735672
20090426;7;5.445381165
20090426;8;5.448207855
20090426;9;5.451274395
20090426;10;5.45746088
20090426;11;5.577342987
20090426;12;6.068487644
20090426;13;6.401633263
20090426;14;7.625407696
20090426;15;15.2555275
20090426;16;19.92407417
20090426;17;12.88541889
20090426;18;19.62406921
20090426;19;26.34298515
20090426;20;24.86725235
20090426;21;26.51225281
20090426;22;33.86144257
20090426;23;27.84996033
20090426;24;23.85313225
20090427;1;26.85492706
20090427;2;23.68709946
20090427;3;21.58568573
20090427;4;24.01187897
20090427;5;20.13110924
20090427;6;23.34894562
20090427;7;21.61540604
20090427;8;19.62970161
20090427;9;19.47897148
20090427;10;16.91856575
20090427;11;16.16992569
20090427;12;12.03979588
20090427;13;10.41275406
20090427;14;10.08525658
20090427;15;8.517887115
20090427;16;7.757607937
20090427;17;7.635801792
20090427;18;8.40644455
20090427;19;8.826655388
20090427;20;8.250569344
20090427;21;11.77177334
20090427;22;14.0878582
20090427;23;11.30960464
20090427;24;14.37074566
20090428;1;17.90568161
20090428;2;16.0357132
20090428;3;17.02200317
20090428;4;20.71055794
20090428;5;17.31989098
20090428;6;16.17035675
20090428;7;18.32675171
20090428;8;16.10441971
20090428;9;16.02512741
20090428;10;17.53790092
20090428;11;14.81146526
20090428;12;16.29360199
20090428;13;16.25683784
20090428;14;14.79819489
20090428;15;15.1407423
20090428;16;15.19360352
20090428;17;13.81337261
20090428;18;13.03039837
20090428;19;13.28428745
20090428;20;12.05151176
20090428;21;11.14645386
20090428;22;11.70808315
20090428;23;10.64229393
20090428;24;10.18301392
20090429;1;10.67256355
20090429;2;9.545801163
20090429;3;9.212125778
20090429;4;9.442194939
20090429;5;8.855629921
20090429;6;8.639897346
20090429;7;8.701766014
20090429;8;8.167731285
20090429;9;7.768475056
20090429;10;7.595538139
20090429;11;7.502292633
20090429;12;7.052024841
20090429;13;6.990450382
20090429;14;7.003988266
20090429;15;7.373998165
20090429;16;7.591012001
20090429;17;7.029520035
20090429;18;7.163397312
20090429;19;7.52009964
20090429;20;7.691986561
20090429;21;7.955170155
20090429;22;8.583630562
20090429;23;7.69886446
20090429;24;7.792685509
20090430;1;8.255496979
20090430;2;7.972447395
20090430;3;8.293681145
20090430;4;9.161698341
20090430;5;8.120564461
20090430;6;8.364022255
20090430;7;8.763969421
20090430;8;8.408135414
20090430;9;8.030144691
20090430;10;8.535577774
20090430;11;8.037520409
20090430;12;8.224715233
20090430;13;8.623130798
20090430;14;7.838096619
20090430;15;7.855804443
20090430;16;8.303016663
20090430;17;8.157000542
20090430;18;7.964780807
20090430;19;8.281899452
20090430;20;7.733842373
20090430;21;7.12559557
20090430;22;7.17466259
20090430;23;7.159484863
20090430;24;6.896400452
20090501;1;7.046739101
20090501;2;6.702113152
20090501;3;6.825685978
20090501;4;6.686366081
20090501;5;6.668698788
20090501;6;6.397501469
20090501;7;6.418182373
20090501;8;6.449419498
20090501;9;6.278659344
20090501;10;6.228246689
20090501;11;6.212063789
20090501;12;6.185576439
20090501;13;6.170633316
20090501;14;6.161495209
20090501;15;6.155492783
20090501;16;6.15207243
20090501;17;6.150760651
20090501;18;6.151159763
20090501;19;6.152929783
20090501;20;6.155784607
20090501;21;6.159486294
20090501;22;6.163832188
20090501;23;6.168647766
20090501;24;6.173820972
20090502;1;6.17927599
20090502;2;6.184972763
20090502;3;6.190906525
20090502;4;6.197095871
20090502;5;6.203614712
20090502;6;6.210556507
20090502;7;6.218209267
20090502;8;6.235754013
20090502;9;6.283781528
20090502;10;6.315824986
20090502;11;6.282167912
20090502;12;6.30602026
20090502;13;6.340816021
20090502;14;6.36772728
20090502;15;6.377912045
20090502;16;6.42011261
20090502;17;6.389015675
20090502;18;6.381113052
20090502;19;6.395711422
20090502;20;6.413258076
20090502;21;6.421794891
20090502;22;6.453208447
20090502;23;6.441616058
20090502;24;6.473805904
20090503;1;6.478221893
20090503;2;6.493848801
20090503;3;6.487428665
20090503;4;6.505848885
20090503;5;6.525913715
20090503;6;6.530752182
20090503;7;6.542599678
20090503;8;6.557058811
20090503;9;6.571955681
20090503;10;6.587490559
20090503;11;6.60365057
20090503;12;6.620420456
20090503;13;6.63779974
20090503;14;6.65576458
20090503;15;6.674268246
20090503;16;6.693223953
20090503;17;6.712517738
20090503;18;6.732037067
20090503;19;6.751664162
20090503;20;6.77129364
20090503;21;6.790817738
20090503;22;6.810125828
20090503;23;6.829136372
20090503;24;6.847811699
20090504;1;6.866126537
20090504;2;6.884095669
20090504;3;6.901777744
20090504;4;6.919225693
20090504;5;6.936492443
20090504;6;6.953647137
20090504;7;6.970789433
20090504;8;6.988044739
20090504;9;7.005506516
20090504;10;7.02323246
20090504;11;7.04129076
20090504;12;7.059699535
20090504;13;7.078438759
20090504;14;7.097491741
20090504;15;7.116847515
20090504;16;7.136442661
20090504;17;7.156390667
20090504;18;7.17653513
20090504;19;7.195333958
20090504;20;7.2151618
20090504;21;7.236433506
20090504;22;7.258280754
20090504;23;7.286975861
20090504;24;7.336747169
20090505;1;7.377244949
20090505;2;7.668710709
20090505;3;8.937432289
20090505;4;9.712553024
20090505;5;8.665183067
20090505;6;9.950545311
20090505;7;11.10950184
20090505;8;10.68419838
20090505;9;10.95849037
20090505;10;12.32242012
20090505;11;11.30832386
20090505;12;10.72022247
20090505;13;11.4270277
20090505;14;10.48217583
20090505;15;9.969999313
20090505;16;10.53421402
20090505;17;9.850010872
20090505;18;10.30580902
20090505;19;10.34973145
20090505;20;9.758457184
20090505;21;9.494250298
20090505;22;9.267560005
20090505;23;9.413660049
20090505;24;8.648869514
20090506;1;8.58600235
20090506;2;8.561236382
20090506;3;8.329618454
20090506;4;8.194437981
20090506;5;8.153790474
20090506;6;8.068565369
20090506;7;8.054787636
20090506;8;8.043543816
20090506;9;8.00419426
20090506;10;7.987993717
20090506;11;7.981296539
20090506;12;7.978406906
20090506;13;7.978627205
20090506;14;7.981427193
20090506;15;7.986371517
20090506;16;7.993044853
20090506;17;8.001032829
20090506;18;8.009960175
20090506;19;8.019490242
20090506;20;8.02931881
20090506;21;8.039186478
20090506;22;8.048862457
20090506;23;8.058144569
20090506;24;8.066897392
20090507;1;8.075041771
20090507;2;8.082549095
20090507;3;8.089434624
20090507;4;8.095747948
20090507;5;8.101592064
20090507;6;8.107086182
20090507;7;8.112343788
20090507;8;8.117513657
20090507;9;8.12271595
20090507;10;8.128030777
20090507;11;8.133550644
20090507;12;8.139321327
20090507;13;8.145358086
20090507;14;8.151657104
20090507;15;8.158205032
20090507;16;8.164906502
20090507;17;8.171598434
20090507;18;8.178126335
20090507;19;8.184327126
20090507;20;8.190043449
20090507;21;8.195130348
20090507;22;8.19947052
20090507;23;8.202958107
20090507;24;8.205509186
20090508;1;8.207109451
20090508;2;8.207800865
20090508;3;8.207655907
20090508;4;8.206747055
20090508;5;8.205231667
20090508;6;8.20330143
20090508;7;8.201119423
20090508;8;8.198863029
20090508;9;8.196680069
20090508;10;8.19468689
20090508;11;8.193013191
20090508;12;8.19172287
20090508;13;8.19081974
20090508;14;8.190293312
20090508;15;8.190135002
20090508;16;8.190244675
20090508;17;8.190436363
20090508;18;8.190522194
20090508;19;8.190331459
20090508;20;8.189707756
20090508;21;8.188516617
20090508;22;8.186641693
20090508;23;8.183978081
20090508;24;8.180467606
20090509;1;8.176116943
20090509;2;8.170964241
20090509;3;8.165076256
20090509;4;8.158543587
20090509;5;8.151516914
20090509;6;8.144169807
20090509;7;8.136659622
20090509;8;8.129172325
20090509;9;8.121844292
20090509;10;8.114759445
20090509;11;8.108031273
20090509;12;8.101711273
20090509;13;8.095796585
20090509;14;8.090267181
20090509;15;8.085103035
20090509;16;8.080208778
20090509;17;8.075407028
20090509;18;8.07050705
20090509;19;8.065330505
20090509;20;8.059720993
20090509;21;8.053544998
20090509;22;8.046701431
20090509;23;8.039102554
20090509;24;8.030693054
20090510;1;8.021513939
20090510;2;8.011672974
20090510;3;8.001303673
20090510;4;7.990563393
20090510;5;7.979663372
20090510;6;7.968719006
20090510;7;7.957890034
20090510;8;7.947490692
20090510;9;7.937570572
20090510;10;7.928122044
20090510;11;7.919268608
20090510;12;7.911196232
20090510;13;7.903879642
20090510;14;7.897167206
20090510;15;7.890947342
20090510;16;7.885079861
20090510;17;7.879393578
20090510;18;7.873719692
20090510;19;7.867897511
20090510;20;7.861771107
20090510;21;7.855209827
20090510;22;7.848111153
20090510;23;7.840378761
20090510;24;7.83195734
20090511;1;7.822856903
20090511;2;7.81311512
20090511;3;7.80278492
20090511;4;7.791939735
20090511;5;7.780707836
20090511;6;7.769248009
20090511;7;7.757713795
20090511;8;7.746286392
20090511;9;7.735095024
20090511;10;7.724215508
20090511;11;7.71373415
20090511;12;7.703692913
20090511;13;7.694088936
20090511;14;7.684925079
20090511;15;7.676219463
20090511;16;7.667849541
20090511;17;7.659621239
20090511;18;7.651359081
20090511;19;7.642897606
20090511;20;7.634081841
20090511;21;7.624786377
20090511;22;7.614909172
20090511;23;7.604357243
20090511;24;7.593087673
20090512;1;7.581116199
20090512;2;7.568480015
20090512;3;7.55523777
20090512;4;7.541473866
20090512;5;7.527323246
20090512;6;7.512955666
20090512;7;7.498544693
20090512;8;7.484283924
20090512;9;7.47030735
20090512;10;7.456690311
20090512;11;7.443531513
20090512;12;7.4308815
20090512;13;7.418726921
20090512;14;7.407047749
20090512;15;7.395833969
20090512;16;7.385006428
20090512;17;7.374391079
20090512;18;7.363799572
20090512;19;7.353059769
20090512;20;7.342017174
20090512;21;7.330540657
20090512;22;7.318521976
20090512;23;7.305864334
20090512;24;7.292516232
20090513;1;7.278493881
20090513;2;7.263830185
20090513;3;7.248576164
20090513;4;7.232810497
20090513;5;7.216685772
20090513;6;7.200378418
20090513;7;7.184037209
20090513;8;7.167841911
20090513;9;7.15193224
20090513;10;7.136396408
20090513;11;7.1213274
20090513;12;7.10676527
20090513;13;7.092703819
20090513;14;7.079131126
20090513;15;7.066036701
20090513;16;7.053334713
20090513;17;7.040849686
20090513;18;7.028401852
20090513;19;7.015836716
20090513;20;7.003033161
20090513;21;6.989881516
20090513;22;6.976298332
20090513;23;6.962256908
20090513;24;6.947796822
20090514;1;6.933005333
20090514;2;6.917906284
20090514;3;6.902488708
20090514;4;6.886944294
20090514;5;6.871410847
20090514;6;6.855922222
20090514;7;6.840573311
20090514;8;6.8256073
20090514;9;6.811187744
20090514;10;6.797306538
20090514;11;6.783970833
20090514;12;6.771161079
20090514;13;6.758831024
20090514;14;6.746954441
20090514;15;6.735514641
20090514;16;6.724435806
20090514;17;6.713569164
20090514;18;6.70276022
20090514;19;6.691872597
20090514;20;6.680787563
20090514;21;6.669406414
20090514;22;6.657642365
20090514;23;6.645426273
20090514;24;6.632724285
20090515;1;6.619541645
20090515;2;6.605898857
20090515;3;6.591836929
20090515;4;6.577421665
20090515;5;6.562761784
20090515;6;6.547987938
20090515;7;6.533224583
20090515;8;6.518610477
20090515;9;6.504241943
20090515;10;6.490173817
20090515;11;6.476483345
20090515;12;6.463206291
20090515;13;6.450332642
20090515;14;6.437845707
20090515;15;6.42573595
20090515;16;6.413944721
20090515;17;6.402344227
20090515;18;6.390799999
20090515;19;6.379197598
20090515;20;6.36743784
20090515;21;6.355463505
20090515;22;6.343301773
20090515;23;6.333039761
20090515;24;6.329646587
20090516;1;6.322518349
20090516;2;6.299143791
20090516;3;6.289111614
20090516;4;6.279629707
20090516;5;6.268922806
20090516;6;6.254242897
20090516;7;6.246846199
20090516;8;6.220767498
20090516;9;6.203539371
20090516;10;6.188998222
20090516;11;6.174854755
20090516;12;6.162290573
20090516;13;6.159487724
20090516;14;6.39980793
20090516;15;7.470211983
20090516;16;8.093224525
20090516;17;6.880176067
20090516;18;7.267326832
20090516;19;7.854162693
20090516;20;8.265304565
20090516;21;8.225103378
20090516;22;8.993014336
20090516;23;7.74101162
20090516;24;7.195815086
20090517;1;7.154015064
20090517;2;7.204090595
20090517;3;7.154017448
20090517;4;7.567407131
20090517;5;6.851784229
20090517;6;7.334333897
20090517;7;6.971844196
20090517;8;6.998682499
20090517;9;6.497237682
20090517;10;6.505041122
20090517;11;6.544391632
20090517;12;6.211356163
20090517;13;6.072139263
20090517;14;6.014532089
20090517;15;5.966642857
20090517;16;5.926269531
20090517;17;5.891786575
20090517;18;5.861768246
20090517;19;5.835460663
20090517;20;5.811948776
20090517;21;5.790629864
20090517;22;5.771041393
20090517;23;5.752762794
20090517;24;5.735460281
20090518;1;5.718913555
20090518;2;5.702973843
20090518;3;5.687530518
20090518;4;5.672453403
20090518;5;5.657747746
20090518;6;5.6434865
20090518;7;5.629546642
20090518;8;5.615931511
20090518;9;5.602793217
20090518;10;5.590187073
20090518;11;5.578013897
20090518;12;5.566206932
20090518;13;5.554798603
20090518;14;5.543757439
20090518;15;5.533002377
20090518;16;5.522450924
20090518;17;5.512011528
20090518;18;5.501591682
20090518;19;5.491093159
20090518;20;5.480412006
20090518;21;5.46945715
20090518;22;5.458158016
20090518;23;5.446451664
20090518;24;5.434304714
20090519;1;5.421728611
20090519;2;5.408756733
20090519;3;5.395433903
20090519;4;5.381802082
20090519;5;5.3679533
20090519;6;5.35400486
20090519;7;5.34006691
20090519;8;5.326268196
20090519;9;5.312711239
20090519;10;5.299462318
20090519;11;5.286580563
20090519;12;5.274085999
20090519;13;5.261977196
20090519;14;5.250243664
20090519;15;5.238874435
20090519;16;5.227816582
20090519;17;5.216971397
20090519;18;5.20623064
20090519;19;5.195487022
20090519;20;5.184617519
20090519;21;5.173520088
20090519;22;5.162146091
20090519;23;5.150419235
20090519;24;5.138287067
20090520;1;5.125761032
20090520;2;5.11289835
20090520;3;5.099741459
20090520;4;5.086321831
20090520;5;5.072720051
20090520;6;5.059049606
20090520;7;5.04543066
20090520;8;5.031997681
20090520;9;5.018842697
20090520;10;5.006018639
20090520;11;4.993593216
20090520;12;4.981595516
20090520;13;4.970012188
20090520;14;4.958826065
20090520;15;4.948028564
20090520;16;4.937559605
20090520;17;4.927294254
20090520;18;4.91710186
20090520;19;4.906863213
20090520;20;4.896488667
20090520;21;4.885935783
20090520;22;4.875182629
20090520;23;4.864201546
20090520;24;4.852952003
20090521;1;4.841448307
20090521;2;4.829778194
20090521;3;4.817923546
20090521;4;4.805883408
20090521;5;4.793750763
20090521;6;4.781694889
20090521;7;4.76981926
20090521;8;4.758183479
20090521;9;4.746826649
20090521;10;4.735761642
20090521;11;4.725022793
20090521;12;4.714630604
20090521;13;4.704581738
20090521;14;4.694864273
20090521;15;4.68546629
20090521;16;4.676328182
20090521;17;4.66734314
20090521;18;4.658396244
20090521;19;4.649381161
20090521;20;4.640193939
20090521;21;4.630764008
20090521;22;4.621042252
20090521;23;4.610964775
20090521;24;4.600506306
20090522;1;4.589689255
20090522;2;4.578549862
20090522;3;4.567112446
20090522;4;4.555416584
20090522;5;4.543557644
20090522;6;4.53164959
20090522;7;4.519800186
20090522;8;4.508126736
20090522;9;4.496707439
20090522;10;4.485579967
20090522;11;4.474790573
20090522;12;4.464363098
20090522;13;4.45429039
20090522;14;4.44455719
20090522;15;4.435148239
20090522;16;4.426002979
20090522;17;4.417006016
20090522;18;4.408036232
20090522;19;4.398984909
20090522;20;4.389759064
20090522;21;4.380282879
20090522;22;4.370495796
20090522;23;4.360345364
20090522;24;4.349812984
20090523;1;4.338912487
20090523;2;4.327663422
20090523;3;4.316092968
20090523;4;4.304251671
20090523;5;4.292232037
20090523;6;4.280147552
20090523;7;4.268108368
20090523;8;4.256229401
20090523;9;4.244591713
20090523;10;4.233238697
20090523;11;4.222223759
20090523;12;4.211566925
20090523;13;4.201247692
20090523;14;4.191250801
20090523;15;4.181574821
20090523;16;4.172173977
20090523;17;4.162940502
20090523;18;4.153759003
20090523;19;4.144530296
20090523;20;4.135182381
20090523;21;4.1256814
20090523;22;4.116020203
20090523;23;4.106198311
20090523;24;4.096192837
20090524;1;4.085991383
20090524;2;4.075676918
20090524;3;4.065267563
20090524;4;4.054732323
20090524;5;4.044138908
20090524;6;4.033647537
20090524;7;4.023355007
20090524;8;4.013292789
20090524;9;4.003481865
20090524;10;3.993938684
20090524;11;3.984679937
20090524;12;3.975707531
20090524;13;3.967009544
20090524;14;3.958575249
20090524;15;3.950397253
20090524;16;3.942435503
20090524;17;3.934606314
20090524;18;3.926814556
20090524;19;3.918970346
20090524;20;3.910992384
20090524;21;3.90282011
20090524;22;3.894402742
20090524;23;3.885694504
20090524;24;3.876676798
20090525;1;3.867365122
20090525;2;3.857780695
20090525;3;3.84794569
20090525;4;3.837899923
20090525;5;3.827722073
20090525;6;3.817505598
20090525;7;3.807338953
20090525;8;3.797314405
20090525;9;3.787496328
20090525;10;3.777925014
20090525;11;3.768640995
20090525;12;3.759654999
20090525;13;3.750957727
20090525;14;3.74254179
20090525;15;3.73439908
20090525;16;3.726480246
20090525;17;3.718690872
20090525;18;3.710928202
20090525;19;3.703093052
20090525;20;3.695095778
20090525;21;3.686876059
20090525;22;3.678389549
20090525;23;3.669584036
20090525;24;3.660443783
20090526;1;3.650992155
20090526;2;3.641256809
20090526;3;3.631254673
20090526;4;3.621021271
20090526;5;3.610640764
20090526;6;3.600214005
20090526;7;3.589840412
20090526;8;3.579623699
20090526;9;3.569629908
20090526;10;3.559896231
20090526;11;3.550462723
20090526;12;3.541344166
20090526;13;3.532530308
20090526;14;3.524018049
20090526;15;3.515813351
20090526;16;3.507881165
20090526;17;3.500138998
20090526;18;3.492481947
20090526;19;3.484812021
20090526;20;3.477071762
20090526;21;3.46921134
20090526;22;3.46119523
20090526;23;3.453010082
20090526;24;3.444690466
20090527;1;3.436250448
20090527;2;3.427675962
20090527;3;3.419017076
20090527;4;3.410278559
20090527;5;3.40148735
20090527;6;3.392720222
20090527;7;3.384104252
20090527;8;3.375735283
20090527;9;3.367631674
20090527;10;3.359821796
20090527;11;3.353720903
20090527;12;3.352077007
20090527;13;3.359485865
20090527;14;3.822813988
20090527;15;5.735090256
20090527;16;6.830246449
20090527;17;5.656499863
20090527;18;9.720389366
20090527;19;12.79107571
20090527;20;9.960238457
20090527;21;11.83084583
20090527;22;15.73530483
20090527;23;14.69734001
20090527;24;14.71681404
20090528;1;18.52935791
20090528;2;14.52933884
20090528;3;12.45078278
20090528;4;14.9444561
